timestamp	run_id	benchmark_version	corpus_version	rubric_version	scoring_version	judge_version	profile	bench	candidate_name	candidate_sha256	hypothesis	chapter_model	composer_model	judge_model	use_json_schema	thinking	mean_quality	mean_utility	mean_faithfulness	mean_concept_coverage	mean_final_length_error_pct	mean_first_pass_length_error_pct	mean_passes_used	mean_uncached_generation_cost	mean_generation_cost	hard_fail_rate	worst_genre_macro	worst_genre_macro_utility	worst_genre_macro_quality	genre_macro_spread_utility	n_genre_macros	run_artifact	catalog_snapshot	price_snapshot	notes
2026-05-09T10:16:10.976025+00:00	20260509t101610z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_thinking	chapter_fast-v3	30m_mimo-v2-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101610z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1.json			
2026-05-09T10:17:34.422753+00:00	20260509t101734z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_notthinking	chapter_fast-v3	30m_deepseek-v4-pro_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101734z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1.json			
2026-05-09T10:17:44.464601+00:00	20260509t101744z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_notthinking	chapter_fast-v3	30m_deepseek-v4-pro_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101744z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1.json			
2026-05-09T10:18:20.271290+00:00	20260509t101820z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_notthinking	chapter_fast-v3	30m_deepseek-v4-pro_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101820z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1.json			
2026-05-09T10:18:58.204019+00:00	20260509t101858z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_notthinking	chapter_fast-v3	30m_deepseek-v4-pro_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101858z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1.json			
2026-05-09T10:19:10.756697+00:00	20260509t101910z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-flash_notthinking	chapter_fast-v3	30m_deepseek-v4-flash_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101910z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_notthinking_v1.json			
2026-05-09T10:19:10.865498+00:00	20260509t101910z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-flash_thinking	chapter_fast-v3	30m_deepseek-v4-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101910z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_thinking_v1.json			
2026-05-09T10:19:10.968347+00:00	20260509t101910z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_notthinking	chapter_fast-v3	30m_deepseek-v4-pro_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101910z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1.json			
2026-05-09T10:19:11.063833+00:00	20260509t101911z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_thinking	chapter_fast-v3	30m_deepseek-v4-pro_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101911z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_thinking_v1.json			
2026-05-09T10:19:11.162602+00:00	20260509t101911z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_notthinking	chapter_fast-v3	30m_mimo-v2-flash_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101911z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_notthinking_v1.json			
2026-05-09T10:19:11.260197+00:00	20260509t101911z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_thinking	chapter_fast-v3	30m_mimo-v2-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101911z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1.json			
2026-05-09T10:19:53.057099+00:00	20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-flash_notthinking	chapter_fast-v3	30m_deepseek-v4-flash_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_notthinking_v1.json			
2026-05-09T10:19:53.165558+00:00	20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-flash_thinking	chapter_fast-v3	30m_deepseek-v4-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_thinking_v1.json			
2026-05-09T10:19:53.265841+00:00	20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_notthinking	chapter_fast-v3	30m_deepseek-v4-pro_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_notthinking_v1.json			
2026-05-09T10:19:53.361952+00:00	20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-pro_thinking	chapter_fast-v3	30m_deepseek-v4-pro_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-pro	deepseek/deepseek-v4-pro		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101953z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-pro_thinking_v1.json			
2026-05-09T10:19:53.456777+00:00	20260509t101953z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_notthinking	chapter_fast-v3	30m_mimo-v2-flash_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101953z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_notthinking_v1.json			
2026-05-09T10:19:53.554011+00:00	20260509t101953z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_thinking	chapter_fast-v3	30m_mimo-v2-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t101953z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1.json			
2026-05-09T10:22:21.972766+00:00	20260509t102221z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_thinking	chapter_fast-v3	30m_mimo-v2-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t102221z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1.json			
2026-05-09T10:22:35.085057+00:00	20260509t102235z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_thinking	chapter_fast-v3	30m_mimo-v2-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t102235z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1.json			
2026-05-09T10:23:21.532280+00:00	20260509t102321z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_mimo-v2-flash_thinking	chapter_fast-v3	30m_mimo-v2-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		xiaomi/mimo-v2-flash	xiaomi/mimo-v2-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t102321z__booksum-v4__chapter_fast-v3__30m_mimo-v2-flas__30m_mimo-v2-flash_thinking_v1.json			
2026-05-09T10:24:15.155758+00:00	20260509t102415z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_notthinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-flash_notthinking	chapter_fast-v3	30m_deepseek-v4-flash_notthinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		True	False	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t102415z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_notthinking_v1.json			
2026-05-09T10:24:15.263060+00:00	20260509t102415z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_thinking_v1	booksum-v4	corpus-2026-04-19	rubrics-v1	scoring-v2	judge-absolute-v1::deterministic	30m_deepseek-v4-flash_thinking	chapter_fast-v3	30m_deepseek-v4-flash_thinking_v1	18c70440ed68e293ef6fda82cd1280a765a1e9cf986ed0f2c1d746a6fb6689e2		deepseek/deepseek-v4-flash	deepseek/deepseek-v4-flash		True	True	0.709866	0.709866	0.592500	0.537500	0.004888	0.004888	1.000000	0.000000	0.000000	0.000000	psychology_health_self_development	0.709866	0.709866	0.000000	1	runs/mock/booksum-v4/20260509t102415z__booksum-v4__chapter_fast-v3__30m_deepseek-v4__30m_deepseek-v4-flash_thinking_v1.json			
