timestamp	run_id	benchmark_version	corpus_version	rubric_version	scoring_version	judge_version	profile	bench	candidate_name	candidate_sha256	hypothesis	chapter_model	composer_model	judge_model	mean_quality	mean_utility	mean_faithfulness	mean_concept_coverage	mean_final_length_error_pct	mean_first_pass_length_error_pct	mean_passes_used	mean_uncached_generation_cost	mean_generation_cost	hard_fail_rate	worst_genre_macro	worst_genre_macro_utility	worst_genre_macro_quality	genre_macro_spread_utility	n_genre_macros	run_artifact	catalog_snapshot	price_snapshot	notes
2026-04-20T19:36:15.054943+00:00	20260420t193615z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	19a7b75eca8325eeb7818ffeafb0a7e1b1e81e3892a3a63cd9fd4b618a1f00a1		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.485003	0.451154	0.478826	0.186042	0.104389	0.584544	4.375000	0.004950	0.004950	1.000000	science_technology_environment	0.449979	0.477564	0.002350	2	runs/booksum-v2/20260420t193615z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260420T193615Z__booksum-v2.json	snapshots/pricing/20260420T193615Z__booksum-v2.json	
2026-04-20T19:53:35.948951+00:00	20260420t195335z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	eb3e3a4e09cebc7883a3a3f2f9bcb71de5709f894d6f57fb2d96aa818873504e		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.486040	0.455949	0.436884	0.171875	0.220089	0.324243	4.000000	0.004578	0.004578	1.000000	science_technology_environment	0.439436	0.469538	0.033026	2	runs/booksum-v2/20260420t195335z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260420T195335Z__booksum-v2.json	snapshots/pricing/20260420T195335Z__booksum-v2.json	
2026-04-20T20:40:16.035796+00:00	20260420t204016z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	9b6fe66b55bb555500f1bcdb35aa0a072471c76f1f62dce6067dca01bd6ede6e		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.490982	0.462154	0.430426	0.158125	0.139296	0.344222	3.875000	0.003893	0.003893	1.000000	science_technology_environment	0.454523	0.479599	0.015263	2	runs/booksum-v2/20260420t204016z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260420T204016Z__booksum-v2.json	snapshots/pricing/20260420T204016Z__booksum-v2.json	
2026-04-20T20:58:44.195094+00:00	20260420t205844z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	061e28383a92586da7b68120e31de6f7c901d813880aeccd49d36e62ad2f8218		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.520973	0.499024	0.481888	0.252083	0.292961	0.952310	3.187500	0.003688	0.003688	0.937500	psychology_health_self_development	0.479504	0.507082	0.036979	3	runs/booksum-v2/20260420t205844z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260420T205844Z__booksum-v2.json	snapshots/pricing/20260420T205844Z__booksum-v2.json	
2026-04-20T22:50:48.314396+00:00	20260420t225048z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	061e28383a92586da7b68120e31de6f7c901d813880aeccd49d36e62ad2f8218		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.523907	0.501328	0.512727	0.160417	0.038899	0.319113	3.250000	0.003958	0.003958	1.000000	science_technology_environment	0.501328	0.523907	0.000000	1	runs/booksum-v2/20260420t225048z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260420T225048Z__booksum-v2.json	snapshots/pricing/20260420T225048Z__booksum-v2.json	
2026-04-21T00:18:18.664522+00:00	20260421t001818z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	c6ed72e1b80f53fcb8443844e770e02992adf103f16b03a4e44be4f91de1ee49		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.538064	0.507936	0.520568	0.181250	0.025199	0.393682	4.000000	0.006400	0.006400	1.000000	science_technology_environment	0.507936	0.538064	0.000000	1	runs/booksum-v2/20260421t001818z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T001818Z__booksum-v2.json	snapshots/pricing/20260421T001818Z__booksum-v2.json	
2026-04-21T00:53:12.102610+00:00	20260421t005312z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	c6ed72e1b80f53fcb8443844e770e02992adf103f16b03a4e44be4f91de1ee49		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.508192	0.473711	0.501475	0.227604	0.233306	0.890994	4.437500	0.005266	0.005266	1.000000	history_biography_politics_social_analysis	0.465957	0.506109	0.013973	3	runs/booksum-v2/20260421t005312z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T005312Z__booksum-v2.json	snapshots/pricing/20260421T005312Z__booksum-v2.json	
2026-04-21T02:32:45.103666+00:00	20260421t023245z__booksum-v2__chapter_fast__60m__baseline_60m_dense_faithful_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	60m	chapter_fast	baseline_60m_dense_faithful_v1	f20755bc9c265e962f6c5efc27dc025a2f6d1d0f833247109fec32cfc192c686		deepseek/deepseek-v3.2	deepseek/deepseek-v3.2		0.549820	0.537277	0.534886	0.181250	0.041596	0.212622	2.250000	0.002166	0.002166	1.000000	science_technology_environment	0.537277	0.549820	0.000000	1	runs/booksum-v2/20260421t023245z__booksum-v2__chapter_fast__60m__baseline_60m_dense_faithful_v1.json	snapshots/catalog/20260421T023245Z__booksum-v2.json	snapshots/pricing/20260421T023245Z__booksum-v2.json	
2026-04-21T06:21:28.120930+00:00	20260421t062128z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	f20755bc9c265e962f6c5efc27dc025a2f6d1d0f833247109fec32cfc192c686		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.470202	0.435081	0.531136	0.170833	0.232111	0.471429	4.500000	0.006032	0.006032	1.000000	science_technology_environment	0.435081	0.470202	0.000000	1	runs/booksum-v2/20260421t062128z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T062128Z__booksum-v2.json	snapshots/pricing/20260421T062128Z__booksum-v2.json	
2026-04-21T07:46:45.735536+00:00	20260421t074645z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	f20755bc9c265e962f6c5efc27dc025a2f6d1d0f833247109fec32cfc192c686		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.561863	0.551841	0.650000	0.150000	0.027778	0.398148	2.000000	0.001090	0.001090	1.000000	science_technology_environment	0.551841	0.561863	0.000000	1	runs/booksum-v2/20260421t074645z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T074645Z__booksum-v2.json	snapshots/pricing/20260421T074645Z__booksum-v2.json	
2026-04-21T11:14:34.490715+00:00	20260421t111434z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	7342ab2ff77b819d78f7d9a45ffa498f017f810595fa0bf86ed02e720259633e		openai/gpt-4o	openai/gpt-5-mini		0.520182	0.494441	0.605000	0.150000	0.059614	0.197869	3.500000	0.037016	0.037016	1.000000	science_technology_environment	0.494441	0.520182	0.000000	1	runs/booksum-v2/20260421t111434z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T111434Z__booksum-v2.json	snapshots/pricing/20260421T111434Z__booksum-v2.json	
2026-04-21T11:52:21.924622+00:00	20260421t115221z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	f20755bc9c265e962f6c5efc27dc025a2f6d1d0f833247109fec32cfc192c686		deepseek/deepseek-v3.2	openai/gpt-5-mini		0.494978	0.469892	0.635000	0.170833	0.294108	0.586156	3.500000	0.004326	0.004326	1.000000	science_technology_environment	0.469892	0.494978	0.000000	1	runs/booksum-v2/20260421t115221z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T115221Z__booksum-v2.json	snapshots/pricing/20260421T115221Z__booksum-v2.json	
2026-04-21T12:30:29.739771+00:00	20260421t123029z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	21a949349e47a16a02dc1bbedade696d418ea9da0e7bd827eebe8a906c62a6b8	Model comparison: google/gemini-3-flash-preview	google/gemini-3-flash-preview	openai/gpt-5-mini		0.557896	0.546489	0.506364	0.156250	0.035480	0.171821	2.125000	0.007818	0.007818	1.000000	science_technology_environment	0.540959	0.548586	0.011061	2	runs/booksum-v2/20260421t123029z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T123029Z__booksum-v2.json	snapshots/pricing/20260421T123029Z__booksum-v2.json	Model comparison exp: gemini-3-flash-preview
2026-04-21T12:44:51.009975+00:00	20260421t124451z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	777e14f2dc497f6acfcec7a4974425749e71b707f6b800517a8539526da4a06b	Model comparison: openai/gpt-5.4-mini	openai/gpt-5.4-mini	openai/gpt-5-mini		0.467060	0.431502	0.538166	0.193750	0.560964	1.140720	4.500000	0.027913	0.027913	0.875000	science_technology_environment	0.396786	0.432468	0.069433	2	runs/booksum-v2/20260421t124451z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T124451Z__booksum-v2.json	snapshots/pricing/20260421T124451Z__booksum-v2.json	Model comparison exp: gpt-5.4-mini
2026-04-21T12:48:52.814182+00:00	20260421t124852z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	46c5ced811ced352bb5954e508d34fac195d501086f2a7ea26dbd47b7d927980	Model comparison: openai/gpt-5.4	openai/gpt-5.4	openai/gpt-5-mini		0.519863	0.492323	0.524505	0.193750	0.134243	0.360650	3.625000	0.064503	0.064503	0.875000	science_technology_environment	0.440241	0.474563	0.104163	2	runs/booksum-v2/20260421t124852z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T124852Z__booksum-v2.json	snapshots/pricing/20260421T124852Z__booksum-v2.json	Model comparison exp: gpt-5.4
2026-04-21T12:54:56.816470+00:00	20260421t125456z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	717208b14926eb9a19370451b50d563bcdc2a8ea5b311dca47ed9d242122f234	Model comparison: google/gemini-3.1-pro-preview	google/gemini-3.1-pro-preview	openai/gpt-5-mini		0.581080	0.576473	0.539050	0.173958	0.035135	0.079195	1.250000	0.105354	0.105354	0.875000	science_technology_environment	0.566462	0.571124	0.020022	2	runs/booksum-v2/20260421t125456z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T125456Z__booksum-v2.json	snapshots/pricing/20260421T125456Z__booksum-v2.json	Model comparison exp: gemini-3.1-pro-preview
2026-04-21T19:14:29.108418+00:00	20260421t191429z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	04358a06368ef61e11f002b6a3c899fafc2f2b2526ec32d662c8b23118c2b782		google/gemini-3.1-pro-preview	openai/gpt-5-mini		0.543394	0.529906	0.627500	0.150000	0.029205	0.164479	2.000000	0.174425	0.174425	1.000000	science_technology_environment	0.529906	0.543394	0.000000	1	runs/booksum-v2/20260421t191429z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T191429Z__booksum-v2.json	snapshots/pricing/20260421T191429Z__booksum-v2.json	
2026-04-21T20:02:33.317700+00:00	20260421t200233z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	f88d83ac2eacd9f3ff0cb1c612bfa0b3fdc6abb12f050d4a94068626f211d9bd		anthropic/claude-opus-4	openai/gpt-5-mini		0.557056	0.545270	0.650000	0.150000	0.037037	0.106481	2.000000	0.089340	0.089340	1.000000	science_technology_environment	0.545270	0.557056	0.000000	1	runs/booksum-v2/20260421t200233z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T200233Z__booksum-v2.json	snapshots/pricing/20260421T200233Z__booksum-v2.json	
2026-04-21T20:04:04.714088+00:00	20260421t200404z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	f88d83ac2eacd9f3ff0cb1c612bfa0b3fdc6abb12f050d4a94068626f211d9bd		anthropic/claude-opus-4	openai/gpt-5-mini		0.496143	0.475926	0.528068	0.160417	0.112849	0.589041	2.500000	0.260850	0.260850	1.000000	science_technology_environment	0.475926	0.496143	0.000000	1	runs/booksum-v2/20260421t200404z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T200404Z__booksum-v2.json	snapshots/pricing/20260421T200404Z__booksum-v2.json	
2026-04-21T20:24:15.526682+00:00	20260421t202415z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	069149ad71cf5b91410d43ade7b1b97fd6e27bde225c4ff15f5f94c2a6384b35		anthropic/claude-sonnet-4	openai/gpt-5-mini		0.457792	0.423404	0.543864	0.170833	0.255687	0.712491	4.250000	0.094397	0.094397	1.000000	science_technology_environment	0.423404	0.457792	0.000000	1	runs/booksum-v2/20260421t202415z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T202415Z__booksum-v2.json	snapshots/pricing/20260421T202415Z__booksum-v2.json	
2026-04-21T23:53:26.291535+00:00	20260421t235326z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	9150fd354ffe84629680aca1341936f23f7e9f560880b2aecc2e7d959b98ca70		anthropic/claude-sonnet-4.6	openai/gpt-5-mini		0.547067	0.518057	0.575244	0.175000	0.071560	0.442120	3.750000	0.075492	0.075492	1.000000	science_technology_environment	0.488104	0.514766	0.059907	2	runs/booksum-v2/20260421t235326z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260421T235326Z__booksum-v2.json	snapshots/pricing/20260421T235326Z__booksum-v2.json	
2026-04-22T00:41:39.024970+00:00	20260422t004139z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	069a67b6d301e7c1bc84ab3116471e90db1ab90a402e038ca1a35a3287869979		anthropic/claude-sonnet-4.6	openai/gpt-5-mini		0.477299	0.456211	0.650000	0.150000	0.170599	0.261352	3.000000	0.054432	0.054432	1.000000	science_technology_environment	0.456211	0.477299	0.000000	1	runs/booksum-v2/20260422t004139z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260422T004139Z__booksum-v2.json	snapshots/pricing/20260422T004139Z__booksum-v2.json	
2026-04-22T02:22:35.931615+00:00	20260422t022235z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1	booksum-v2	corpus-2026-04-19	rubrics-v1	scoring-v1	judge-absolute-v1::deterministic	30m	chapter_fast	baseline_30m_dense_recall_then_compose_v1	069a67b6d301e7c1bc84ab3116471e90db1ab90a402e038ca1a35a3287869979	Model comparison: anthropic/claude-sonnet-4.6	anthropic/claude-sonnet-4.6	openai/gpt-5-mini		0.527966	0.501591	0.572078	0.187500	0.105042	0.371264	3.500000	0.068735	0.068735	1.000000	science_technology_environment	0.485100	0.506574	0.032982	2	runs/booksum-v2/20260422t022235z__booksum-v2__chapter_fast__30m__baseline_30m_dense_recall_then_compose_v1.json	snapshots/catalog/20260422T022235Z__booksum-v2.json	snapshots/pricing/20260422T022235Z__booksum-v2.json	Model comparison exp: claude-sonnet-4.6
